"country","specialty","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q7-4","Q7-5","Q7-6","Q7-7","Q7-8","Q7-9","Q7-10","Q8","Q9","Q10","Q12","Q20-1","Q20-2","Q20-3","Q20-4","Q20-5","Q21","Q22","Q23","Q24","state","Q11","Q13-1","Q13-2","Q14-1","Q14-2","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q16-9","Q18","Q19","Q16-6","Q16-8","Q16-7","Q15","Q16-10"
"IT","Cardiology","7da4833c-efaa-473f-12ce-a5be0684f549","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1","11","11","2","1","11","11","11","3","11","11","1","1,2","1,2",,"4","1","5","3","2","2","4","3","2","Perugia","1","8","8","9","3,4,7",,,"5","7",,"5","4","5,6",,,"7",,
"GB","General Practice (GP)","ded16994-b33a-cbac-7ccf-a90df3530b2b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","3","1,2,5,6","3","11","2","1","11","11","11","11","11","11","2","2","2",,"3","5","4","1","2","2","2","2","3","Barnet",,"8","8","12","12",,,,,,,,,,,,,
"IT","Dermatology","f01cc741-ab49-0749-0f04-8cb9db2e3ea5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","3","1,2,3,4,5","1","11","11","11","11","2","3","11","11","11","1","1,2,3","2",,"1","4","3","2","5","1","2","1","1","Varese",,"3","3","2,3,4","2,3,4",,"3","3","6",,,"3","1",,,,,
"GB","Anesthesiology","b0acc32f-7c0f-bb7f-c0b6-6231c4ca91ba","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","3","3","1,2,7,8","1","11","11","11","2","3","11","11","11","11","1","1,2","3",,"2","5","3","4","1","3","3","3","2",,,"8","8","12","12",,,,,,,,,,,,,
"ES","Emergency Medicine","e50d88e2-1202-bfe2-0164-de8593607be9","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","3","1","2,4,5,6,7,8","3","11","11","1","11","11","2","11","11","11","1","1,2,3","1,2,3,4",,"4","5","3","2","1","1","1","2","1",,"2","3","3","1,2,3,4,5,6,7,9","1,2,3,4,5,6,7,9","2","3","3","3","2","4","3,4,5,6","1","3",,"3",,
"GB","Otolaryngology (ORL / ENT)","76e4a2d1-3eb5-6367-484f-5f08ed74203a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"6","2","1","1,2,3,4,5,6,7,8","2","1","11","11","11","3","11","11","11","11","2","1,2,3","2",,"5","4","3","1","2","3","3","2","1","Kent",,"3","3","12","12",,,,,,,,,,,,,
"IT","Endocrinology","214b2562-57f0-1051-1a19-6370b56a154a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"5","3","5","6,9","11","11","3","11","11","1","2","11","11","11","4","1","4","2","2","4","1","3","5","2","2","3","2","Palermo",,,,,,,,,,,,,,,,,,
"IT","Internal Medicine","f6ec25c8-3a7c-6e7c-a1ed-c3192b7f9ca4","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"5","2","3","1","1","11","11","11","11","2","3","11","11","11","1","2","5","1","4","5","2","1","3","1","2","3","3","Lecce",,,,,,,,,,,,,,,,,,
"ES","Physical Medicine & Rehabilitation (Physiatry)","06da2e05-32c1-49f9-78ba-461977f48b35","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","2","1,2,5,6","1","11","11","3","11","2","11","11","11","11","1","2","5","2","3","4","2","5","1","2","1","4","3","Vizcaya",,,,,,,,,,,,,,,,,,
"ES","General Surgery - Vascular Surgery","1b8b0774-85d5-be3b-9397-8dbf62180cd8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","4","1","1,2,3,4,5,6,7,8,9,10","2","11","3","11","11","1","11","11","11","11","1","1,2,3,4","1,4","1","3","4","5","2","1","2","1","2","3","Madrid","2","1,4","1,4","12","8",,,,,,,,,,"6",,,
"DE","General Surgery - Vascular Surgery","1b203790-c721-e40c-a95c-59341dd16010","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"7","2","3","2,4,7","1","11","11","11","11","2","11","11","11","3","2","1,2","3,4",,"3","5","4","2","1","2","3","3","3",,,"8","8","12","12",,,,,,,,,,,,,
"ES","Nephrology","91948636-1c53-358b-692e-f9aa614bb856","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","4","4","1,2,3,4,5,6,7,8,10,vitamin D in old patients not sun exposed","1","11","11","3","11","2","11","11","11","11","1","1","1,3",,"3","4","2","5","1","1","1","1","1","Cantabria","3","3,5","5","2,3,4,9","2,3,4,9",,"7","7","7",,"6","5,6","5",,,,,
"ES","Hematology","e39d4d1c-8544-cd23-9287-dd65550755c2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","6","1","1","1,2,5,7,8","3","11","2","1","11","11","11","11","11","11","1","1,2","1,2,3,4",,"5","4","3","2","1","1","2","2","2","Zaragoza","2","8","8","2,3,4,5,9,11","4",,"3","2","5","4","4","3,4,5,6","1",,,,"Tocilizumab, Ciclosporine A",
"ES","Psychiatry","92de1869-c19a-e167-f2b3-844481e2634e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","5","2","3","1,2,8","1","11","2","3","11","11","11","11","11","11","1","1,2","3,4",,"2","5","3","4","1","2","1","4","3","Madrid",,"3","3","2,3,4,5,6,9","2,3,4,5,6,9",,"7","7","7","7","7","4,5,6","1","7",,,,
"IT","Psychiatry","359523aa-8b27-c8a8-9135-8990c678c848","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","1","1,2,8","1","11","11","2","11","11","11","3","11","11","2","1,2","4","1","2","4","1","5","3","1","3","4","2","Foggia",,,,,,,,,,,,,,,,,,
"ES","Neurology","dde6d8e4-2606-aa79-08c3-c8774288c103","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","5","2","3","1,2,3,4,5,6,7,8","3","11","11","11","11","11","11","1","2","11","1","2","1,2,3,4",,"2","4","3","5","1","1","1","4","1","Madrid","2","1","8","1,2,3,4,5,6,9","2,3,4,5,6,7,9","3","4","3","3","3","4","2,3,4,5,6","1","3",,"3",,
"DE","Traumatology/Trauma Surgery","361873c1-d57a-c0bb-02b7-06e4c3eae283","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","2","1","1,2","1","11","11","2","11","11","11","3","11","11","2","1,2","1,4","2","4","5","2","3","1","2","1","1","1","Bayern","3","8","8","12","12",,,,,,,,,,,,,
"ES","Geriatric Medicine","529e08c8-1a6e-f542-34ee-dd2dd0924493","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"2","4","3","1","1","11","11","3","11","2","11","11","11","11","1","1,2","3",,"5","4","1","2","3","1","2","3","3","Málaga",,"2","8","2,4,5","9",,"4",,"4","2","4","5","1",,,,,
"DE","Sports Medicine","943afcdd-4e68-09fb-f547-c71ac03cfd2f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","1","1,2,4,7","2","11","11","3","11","1","11","11","11","11","3","1,2,3,4","1,2",,"2","5","3","4","1","2","2","2","2","Baden-Württemberg","3","1,2,4,6","1,2,6","12","4",,,,"4",,,"5","3",,,,,
"IT","Pediatrics (excluding surgery) - Endocrinology","18e11a97-9d23-e73a-9c6c-c9774995944d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","1","1","1,2,4,8,9","2","11","11","3","11","1","11","11","11","11","2","1,2,contact the medical doctor or the emergency telephone number for covid to ask for help ( the fast the therapy starts the less the disease becomes severe","1,3",,"5","1","4","2","3","1","2","4","2",,"2","8","8","2,3,4,5,9,11","2,3,4,5,9,11",,"7","7","5","7","5","5,6","1,the first answer is correct for the dose but the theraphy lasts longer than five days ( from 7 to 10 days)",,,,"canakinumab,  tocilizumab",
"FR","Obstetrics & Gynecology","c599ccff-21cf-9ed1-7914-dc9d34c7dfad","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","7","2","1","1,2,3,4,6,7,8,9","2","11","11","11","11","1","3","11","11","11","1","2,4","1,2",,"3","5","2","4","1","1","2","4","2",,"2","8","8","12","2,3",,"7","7",,,,,,,,,,
"IT","Pathology","303aab6e-7a97-197a-b6db-d5a21e796090","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","2","3,5","11","11","11","11","11","3","11","1","2","11","2","2","5","2","4","3","1","2","5","2","2","2","2","Palermo",,,,,,,,,,,,,,,,,,
"IT","Gastroenterology","e7f39041-7b7c-53bf-37d8-d0e35c883413","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","4","1,2,3,4","3","11","11","1","11","2","11","11","11","11","1","1,2","2,3",,"3","4","5","1","2","1","2","2","2","Pavia",,"1,2,4,5","1,2","2,3,4","2,3,4,8",,"3","4","4",,,"5","1",,"5",,,
"IT","Hematology","a78c1851-2738-8c40-245a-8fe41aa15440","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","3","3","4","1,2,4,9","11","11","11","11","11","1","2","3","11","11","2","1,2","1,4","1","4","5","3","2","1","2","2","2","2","Roma","2","1","3","12","11",,,,,,,,,,,,"Tocilizumab ",
"IT","Hematology","2b0f2206-0c88-4393-71b1-8287606464cf","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1,6","2","11","3","11","11","1","11","11","11","11","1","1","1","1","2","3","1","5","4","2","3","4","2","Catania","2","1,3,4","3","2,4,5","9",,"5",,"7","6","6","5","2",,,,,
"IT","Cardiology","616503a8-8cd4-b32c-e4da-ea28582f84ab","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","3","1,2","3","11","11","11","11","1","2","11","11","11","2","1,2","1","2","4","5","2","3","1","2","2","3","2","Udine","2","8","8","12","3,4,7,9",,,"2","2",,"3","5","2",,,"4",,
"FR","Cardiology - Interventional Cardiology","62dd184f-cc7d-cc06-3b07-ef280077e65d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","2","1","1,3,4","11","11","11","11","1","3","2","11","11","11","2","2","1,3",,"4","5","1","2","3","1","2","1","2","Bouches-du-Rhône","2","1,4","4","12","2,4,7",,"5",,"6",,,"6","1",,,"5",,
"IT","Cardiology","a0abf772-a00a-ee1a-865a-aa1826bf1c67","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","1","1","2,4,5,7,8","1","11","11","11","11","11","11","2","3","11","1","1,2","1,3,4",,"3","4","5","2","1","1","3","4","2","Milano","2","4","8","4","4,7",,,,"3",,,"5,6","1",,,"2",,
"IT","General Practice (GP)","14c5aacb-d2bb-0dc4-0401-3c1b943b1e10","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"3","1","3","2,4,5,6,10","1","2","11","11","11","3","11","11","11","11","1","1,2","1,2",,"2","1","4","3","5","2","3","3","2","Napoli","4","8","8","2,4","2,4",,"6",,"6",,,"2,3","1",,,,,
"IT","General Surgery","d3db223c-466f-8881-991f-910ed604520e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","1","1,2,4,7,10","1","2","11","11","3","11","11","11","11","11","1","2","5","1","3","5","1","4","2","4","4","3","1",,,,,,,,,,,,,,,,,,,
"IT","General Practice (GP)","b894e8d1-e506-d55c-659b-65732f3a8b9c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","1","1","1,3,4","1","11","2","11","11","3","11","11","11","11","1","2","1","2","5","4","1","2","3","1","1","1","1","Napoli","3","1","1","4","4",,,,"5",,,"4,5","1",,,,,
"IT","Oncology","5455a5c4-78ca-3ee2-b00d-b9301f309bb5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","2","1","3,4","2","11","1","11","3","11","11","11","11","11","3","1","1","2","1","4","2","5","3","1","2","2","1","Ravenna","3","2","2","4","4",,,,"3",,,"5","4",,,,,
"IT","Infectious Diseases","a8a9f11d-90d0-2352-f678-668e340dff11","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","3","2,3,4,5,7,8","2","11","11","1","11","3","11","11","11","11","3","1","3",,"3","4","5","1","2","2","1","3","2",,,"8","8","2,3,4","2,3,4,7,11",,"3","6","6",,,"5,6","4",,,"7","toculizimab",
"IT","Infectious Diseases","347ee025-738b-0f9e-f562-c3e241fa3abf","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"1","1","1","1,2","1","11","11","11","11","3","11","11","2","11","1","2","1,3",,"4","5","3","2","1","2","1","1","2","Rimini","2","1,7","7","2,3,4,9,11","2,3,4,7,9",,"4","2","4",,"6","3,4,5,6","2,5",,,"4","None",
"IT","Emergency Medicine","5bf2793c-a154-5ca5-f892-5903e5a126bb","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","1","3","1,2,3,5,8","1","11","11","11","3","2","11","11","11","11","1","1,2","1,2,3,4",,"4","5","3","1","2","1","2","4","2","Livorno","2","1,3","3","2,3,4,5,9","2,3,4,5,7,9,11",,"1","2","4","4","4","5","1",,,"2","cefexima",
"IT","Gastroenterology","126e0e66-19cb-e555-93ec-5e7098fdb16c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","1","1","1,2,4,7","2","11","11","11","11","3","11","1","11","11","3","1,2","1,2",,"5","4","1","3","2","1","4","4","2","Ascoli Piceno","2","4,7","8","1,5","7,8","4",,,,"6",,,,,"1","1",,
"IT","Urology","930f1581-5216-7cf7-43be-4362e136488b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","1","3","1,2,4,5","1","11","11","11","11","2","3","11","11","11","2","1,2","3",,"3","5","4","1","2","2","2","3","1","Como",,"2","2","2,3","1,2,3,4,7","1","4","4","5",,,"5","2",,,"5",,
"ES","Cardiology - Interventional Cardiology","adea19ad-7ad0-f22d-148a-e758520c6526","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"3","2","1","2,5,7","11","11","3","11","11","1","11","2","11","11","2","1,3","2",,"2","4","1","5","3","1","2","1","2","Barcelona [Barcelona]",,"1,3,5","2,3,6,7","1,3,4,7,9","2,6,8,9,10","5","4","4","5",,"4","2,4","2,5","5","5","6",,"5"
"FR","Infectious Diseases","a325bbe8-5909-b985-e6af-88fc74cf382f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","3","1,2","3","11","11","11","11","1","2","11","11","11","1","2","2,3",,"4","5","3","2","1","1","1","3","2","Vendée",,"1,4","8","5","3,4,5,7,9",,,"2","2","2","4","4,5,6","6",,,"3",,
"IT","Allergy & Immunology","77094878-1539-6053-80bb-bd48bc795101","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","2","2","1,2,3,4,5,6,7,8,9,10","1","2","11","11","11","3","11","11","11","11","3","1","1,3",,"3","1","5","4","2","4","1","1","1","Salerno","4","2,4,5","2,4,5","2,3,4","2,3,4",,"5","5","5",,,"3","1",,,,,
"DE","Dermatology","61d692a0-9bb2-c0b7-7cc7-97e2b8d4a084","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","3","2","4","1,2,3,4,8,9","1","11","11","11","11","2","11","11","11","3","2","1","1,2",,"4","5","1","2","3","2","1","3","2","Nordrhein-Westfalen","3","4,6","2,4","1,2,3,4,7,8","2,4,5","5","3","2","4","2",,"2,5","2",,"6","3",,
"FR","General Practice (GP)","fb503220-a330-5c7e-2e4e-1163ddd5c009","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","4","1,2,3,4,5,6,7,8,9,10","1","11","3","11","11","2","11","11","11","11","1","1,2,4","1,2",,"4","5","3","2","1","2","4","4","2","Puy-de-Dôme","2","1,3,4,5,6","3,4,5","1,2,5","3,4,6,8","4","4","6","6","3",,"5,6","3","6","6",,,
"GB","Plastic & Reconstructive Surgery","cf2b7bae-3ef3-eefa-7d4a-ef5312e7b64c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","7","2","1","1,2,7,8,9","3","11","1","2","11","11","11","11","11","11","1","2,3,4","5","2","3","4","2","1","5","1","2","2","1","Birmingham",,,,,,,,,,,,,,,,,,
"DE","Obstetrics & Gynecology","7ab12485-1202-3540-0eb6-4c49f695e647","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"5","3","4","7","11","1","11","11","11","11","11","3","2","11","4","1","5","1","2","3","1","5","4","3","4","2","1","Hessen",,,,,,,,,,,,,,,,,,
"IT","Physical Medicine & Rehabilitation (Physiatry)","d5fa98b9-1749-f676-8f50-2bb279862bb7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","1","2,3,4,7,9","1","2","11","11","11","11","11","3","11","11","3","2,4","5","1","2","3","1","4","5","1","2","2","1","Campobasso",,,,,,,,,,,,,,,,,,
"GB","General Surgery","ea034519-efb9-fe4c-a179-1f3aa29c9061","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","3","1","1,2,3,4,5,6,7,8,9,10","1","11","11","2","11","3","11","11","11","11","1","1,2","1,3,4",,"4","5","2","3","1","2","2","2","3","Stirling","4","1,3,4","1","2,3,4,9,11","2,3,4,9,11",,"7","7","7",,"7","2,5","1",,,,"Levofloxacin",
"IT","Hematology Oncology","6b13a5eb-d881-b850-b92c-4cea5b7bb632","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","2","3","1,2,4,5","11","11","11","2","3","1","11","11","11","11","1","1","1,3,4",,"3","5","4","1","2","1","2","2","2","Milano","2","8","8","1,2,3,4,9,10","1,2,4","4","4","4","4",,"5","5","2",,,,,"4"
"IT","Hematology","da794087-0262-43e7-e4bb-604392ad6d38","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","1","1","1,2,3,4,5,6","1","11","2","11","11","3","11","11","11","11","2","1,2","1,3",,"5","3","2","1","4","1","2","2","1","Milano","2","3","3","2,5,9","1,2,5,9","2","2",,,"2","5",,,,,,,
"GB","General Practice (GP)","f212543b-8a16-9d4b-486b-0aff573e0b0b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","1","1,2,7","2","11","11","3","11","1","11","11","11","11","1","1,2","2",,"3","5","1","4","2","2","2","3","2","Essex",,"1,2","8","12","12",,,,,,,,,,,,,
"ES","Cardiology","8da50d84-72c5-4e20-660c-981a3b949607","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1,4,8","2","11","3","11","11","1","11","11","11","11","2","1,2","1,3,4",,"4","5","2","3","1","2","2","3","2","Murcia","2","3,4,5","3","2,3,4,9","2,3,4,5,6,9",,"7","7","4","7","4","5,6","2","7",,,,
"GB","General Practice (GP)","950084d9-9a40-a001-357a-d0f16a2440bb","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","1","1,2,10","3","11","2","1","11","11","11","11","11","11","1","2,3","5","2","2","5","3","4","1","1","1","3","2","Shropshire",,,,,,,,,,,,,,,,,,
"IT","Diabetology","94abc6cb-1c5e-70c8-33e1-c04c0f06bdc3","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1,2,3,4,7,8","2","11","11","11","11","11","1","3","11","11","1","2","1,3,4",,"3","4","1","2","5","2","1","1","2","Lucca","2","1,2,3,4,5","1,3","1,2,3,4,5,6,7,8,9","3,7,8","3","3","5","3","5","4","4","1","4","5","6",,
"IT","Endocrinology","70688a4d-bf87-7479-298b-2110aeadfe4e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","1","2,3,4,6","2","11","11","11","11","1","11","11","11","3","3","1,2,3","2",,"1","3","2","4","5","1","4","2","2","Como",,"8","8","2,3,4","2,3,4",,"2","2","2",,,"5,6","1",,,,,
"ES","Allergy & Immunology","cf837d05-a1ee-fe25-3e53-8f0bf9aee8a1","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","2","1","1,2,3,6,7,8","1","11","2","3","11","11","11","11","11","11","2","2,3,4","3",,"2","5","3","4","1","2","1","4","1","Madrid",,"1,2,3,4,5","1,2,3","2,3,4,6,9","2,3,4,6,7,9",,"3","2","3",,"3","1,2,4,5,6","1,5","2",,"2",,
"IT","Oncology - Medical Oncology","494bebce-0d00-e173-f551-9d6fd868ecd5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","3","3","1,2,4,5,7,8","1","11","11","2","11","3","11","11","11","11","1","2","2,3,4",,"3","5","1","4","2","2","2","2","2","Napoli",,"8","8","2,3,4","1,2,3,4,7,8,9","3","5","7","5",,"7","2,3,4,5,6","3,4",,"7","7",,
